id,website,category,asin,title,price,brand,model_name,memory_storage,ram,color,link
29,Amazon,Phones,B0CTQDMHBH,"[New] VTech VG131-11 DECT 6.0 Cordless Phone - Bluetooth Connection, Blue-White Display, Big Buttons, Full Duplex, Caller ID, Easy Wall Mount, 1000ft Range (Black)",19.95,VTech,,,,,https://www.amazon.com/VTech-VG131-11-DECT-Cordless-Phone/dp/B0CTQDMHBH/ref=sr_1_33?dib=eyJ2IjoiMSJ9.8sH_AIDUlYCKJvEm_3dlyQBUJFqIpFlwNCQkeEJYOuXFlsY-qGLftj5Mk-SmDwLzPVGvufowWPnrfdIH7B5kXMjab7A1VAO8PjihilBeQSrpzexjNTtIY3CHCe_-cA7h1FQrRJcg6ASk1E9nhbZ9qjut8Smrrm5zWAo0vhFx2lZB_NhbZBl9BFYdYST1PhLbwqFmOJFsEmvNxDkIwSu2n-nr8-GUaQMF_d1ydY-QSUU.iHLZj5BNRtuw2k4DSCrRRAKLL_gHBFDTAM8b2Yn2W3M&dib_tag=se&keywords=phone&qid=1738691531&sr=8-33
30,Amazon,Phones,B0D5PFR7DK,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Scarlet Wave,248.61,Motorola,Moto G Stylus 5G,256 GB,8 GB,Scarlet Wave,https://www.amazon.com/Stylus-Unlocked-256GB-Camera-Scarlet/dp/B0D5PFR7DK/ref=sr_1_34?dib=eyJ2IjoiMSJ9.8sH_AIDUlYCKJvEm_3dlyQBUJFqIpFlwNCQkeEJYOuXFlsY-qGLftj5Mk-SmDwLzPVGvufowWPnrfdIH7B5kXMjab7A1VAO8PjihilBeQSrpzexjNTtIY3CHCe_-cA7h1FQrRJcg6ASk1E9nhbZ9qjut8Smrrm5zWAo0vhFx2lZB_NhbZBl9BFYdYST1PhLbwqFmOJFsEmvNxDkIwSu2n-nr8-GUaQMF_d1ydY-QSUU.iHLZj5BNRtuw2k4DSCrRRAKLL_gHBFDTAM8b2Yn2W3M&dib_tag=se&keywords=phone&qid=1738691531&sr=8-34
31,Amazon,Phones,B0CV31FT2V,"Samsung Galaxy A15 (SM-155M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) (Blue Black)",156.7,Samsung,Samsung Galaxy A15,128 GB,6 GB,Blue Black,https://www.amazon.com/Samsung-SM-155M-DSN-Unlocked-International/dp/B0CV31FT2V/ref=sr_1_35?dib=eyJ2IjoiMSJ9.8sH_AIDUlYCKJvEm_3dlyQBUJFqIpFlwNCQkeEJYOuXFlsY-qGLftj5Mk-SmDwLzPVGvufowWPnrfdIH7B5kXMjab7A1VAO8PjihilBeQSrpzexjNTtIY3CHCe_-cA7h1FQrRJcg6ASk1E9nhbZ9qjut8Smrrm5zWAo0vhFx2lZB_NhbZBl9BFYdYST1PhLbwqFmOJFsEmvNxDkIwSu2n-nr8-GUaQMF_d1ydY-QSUU.iHLZj5BNRtuw2k4DSCrRRAKLL_gHBFDTAM8b2Yn2W3M&dib_tag=se&keywords=phone&qid=1738691531&sr=8-35
32,Amazon,Phones,B00FRSYS12,"VTech CS6719-2 2-Handset Expandable Cordless Phone with Caller ID/Call Waiting, Handset Intercom & Backlit Display/Keypad, Silver",38.95,No,,,,,https://www.amazon.com/VTech-CS6719-2-2-Handset-Expandable-Cordless/dp/B00FRSYS12/ref=sr_1_36?dib=eyJ2IjoiMSJ9.8sH_AIDUlYCKJvEm_3dlyQBUJFqIpFlwNCQkeEJYOuXFlsY-qGLftj5Mk-SmDwLzPVGvufowWPnrfdIH7B5kXMjab7A1VAO8PjihilBeQSrpzexjNTtIY3CHCe_-cA7h1FQrRJcg6ASk1E9nhbZ9qjut8Smrrm5zWAo0vhFx2lZB_NhbZBl9BFYdYST1PhLbwqFmOJFsEmvNxDkIwSu2n-nr8-GUaQMF_d1ydY-QSUU.iHLZj5BNRtuw2k4DSCrRRAKLL_gHBFDTAM8b2Yn2W3M&dib_tag=se&keywords=phone&qid=1738691531&sr=8-36
33,Amazon,Phones,B07R5CJDD7,Google - Pixel 3a X-Large with 64GB Memory Cell Phone (Unlocked) - Just Black (G020C),119.95,Google,Pixel 3a XL,1 GB,4 GB,Just Black,https://www.amazon.com/Google-Pixel-Memory-Phone-Unlocked/dp/B07R5CJDD7/ref=sr_1_35?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-35
34,Amazon,Phones,B0CJCTW1C5,Nokia C2 2E | Android 11 (Go Edition) | Unlocked Smartphone | All Day Battery | 2/32GB | 5.7-Inch Screen | International Version | Blue,59.99,HMD Global Oy,C2 2E,32 GB,2 GB,Blue,https://www.amazon.com/Nokia-Android-Unlocked-Smartphone-5-7-Inch/dp/B0CJCTW1C5/ref=sr_1_36?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-36
35,Amazon,Phones,B0C2S6TKTL,"Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29",209.99,Motorola,Moto G Stylus 5G (2023),6 GB,6 GB,Cosmic Black,https://www.amazon.com/Motorola-Stylus-Unlocked-MPCamera-Cosmic/dp/B0C2S6TKTL/ref=sr_1_37?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-37
36,Amazon,Phones,B0DNPT3MN4,"REDMAGIC 10 Pro Smartphone 5G, 144Hz Gaming Phone, 6.85"" FHD+, Under Display Camera, 7050mAh Android Phone, Snapdragon 8 Elite, 16+512GB, 80W Charger, Dual-Sim, Unlocked Phone Transparent",899.0,nubia,10 Pro Transparent,512 GB,16 GB,10 Pro Transparent 16+512 GB,https://www.amazon.com/REDMAGIC-Smartphone-Snapdragon-Dual-Sim-Transparent/dp/B0DNPT3MN4/ref=sr_1_38?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-38
37,Amazon,Phones,B0D4R89TZV,Motorola G85 5G 12GB 256GB | pOLED 120 Hz | 50MP | 5000mah Battery Unlocked Phone (International Version) - Urban Grey,240.0,Motorola,,,,,https://www.amazon.com/Motorola-5000mah-Battery-Unlocked-International/dp/B0D4R89TZV/ref=sr_1_39?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-39
38,Amazon,Phones,B0CF2PV74C,Motorola Moto G54 Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Blue) - International Version,170.7,Motorola,G54,8 GB,256 GB,Midnight Blue,https://www.amazon.com/Motorola-Dual-SIM-Unlocked-Smartphone-Midnight/dp/B0CF2PV74C/ref=sr_1_40?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-40
39,Amazon,Phones,B01A9KBCQG,"VTech CS6529-4B 4-Handset DECT 6.0 Cordless Phone with Answering System and Caller ID, Expandable up to 5 Handsets, Wall-Mountable, Blue/Green/Red/Silver",89.95,No,,,,,https://www.amazon.com/VTech-CS6529-4B-4-Handset-Expandable-Wall-Mountable/dp/B01A9KBCQG/ref=sr_1_41?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-41
40,Amazon,Phones,B0BCQXY9H8,"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto, Wide Angle Lens, and 24-Hour Battery - 512GB - Snow",479.99,Google,Pixel 7 Pro,512 GB,12 GB,Snow,https://www.amazon.com/Google-Pixel-Pro-Smartphone-Telephoto/dp/B0BCQXY9H8/ref=sr_1_42?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-42
41,Amazon,Phones,B0DQTX532Y,"X24 Ultra Unlocked Cell Phones, 8+256GB+128GB Smartphone, Unlocked Android Phone, 6.8"" HD Screen with 128GB Memory Card, Long Battery Life 6800mAh, Face ID/US Version/Dual SIM/T-Mobile (Onyx Black)",163.77,Seniuraezhs,X24 Ultra,384 GB,8 GB,Onyx Black,https://www.amazon.com/X24-Ultra-Unlocked-Smartphone-T-Mobile/dp/B0DQTX532Y/ref=sr_1_45?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-45
42,Amazon,Phones,B0D8B56K2K,"OUKITEL G1 Rugged Smartphone Unlocked - 24+256GB/1TB Android 14 Rugged Cellphones, 6.52” HD Display IP68/IP69K 10600mAh Battery 48MP Rear Camera Waterproof Phone, Fingerprint/Dual Sim/NFC 2025",149.99,OUKITEL,,255.8 GB,24 GB,Green,https://www.amazon.com/OUKITEL-G1-Rugged-Smartphone-Unlocked/dp/B0D8B56K2K/ref=sr_1_46?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-46
43,Amazon,Phones,B0CRVWPWKP,Samsung Galaxy A25 5G A256E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Blue,191.68,Samsung,Samsung Galaxy A25 5G,128 GB,,Blue,https://www.amazon.com/Samsung-SM-A256E-Factory-Unlocked-International/dp/B0CRVWPWKP/ref=sr_1_47?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-47
44,Amazon,Phones,B0BLW47H3M,"SAMSUNG Galaxy A14 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 64GB w/Expandable Storage, Long Battery Life, 13MP Camera, 6.6"" Infinite Display Screen, US Version, 2023, Black",168.0,SAMSUNG,Galaxy A14 5G,64 GB,4 GB,Black,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Expandable-Infinite/dp/B0BLW47H3M/ref=sr_1_48?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-48
45,Amazon,Phones,B0CNQCZHFS,"SAMSUNG Galaxy A15 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Expandable Storage, Knox Security, Super Fast Charging, US Version, 2024, Light Blue",324.99,Samsung Electornics,Galaxy A15,128 GB,4 GB,Light Blue,https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-Expandable-Security/dp/B0CNQCZHFS/ref=sr_1_50?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-50
46,Amazon,Phones,B01KLNIT0S,Panasonic Expandable Cordless Phone System with Amber Backlit Display – 2 Handsets – KX-TGC352B (Black),44.99,No,,,,,https://www.amazon.com/PANASONIC-Expandable-Cordless-Backlit-Display/dp/B01KLNIT0S/ref=sr_1_49?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-49
47,Amazon,Phones,B092499CS7,"AT&T CL82267 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Black & Wood Grain Finish",45.95,VTech,,,,,https://www.amazon.com/AT-CL82267-2-Handset-Answering-Announcer/dp/B092499CS7/ref=sr_1_51?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-51
48,Amazon,Phones,B0CYHZ11CM,Samsung Galaxy A55 5G A556E 256GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Awesome Navy,379.5,Samsung Electronics,Galaxy A55 5G,8 GB,8 GB,Awesome Navy,https://www.amazon.com/A55-Dual-SIM-Unlocked-Smartphone-Compatible/dp/B0CYHZ11CM/ref=sr_1_52?dib=eyJ2IjoiMSJ9.Y1xKwOC6wN2VLcXtLZMTVdIrO66FKCWJ9PhU1iizrhKpTaCkJkuYZbkWAWf3OmoZT4B-swDPaoNZeqGGdr43a84yNEHsBWBtEfKfbNR9a5BPUzm1SWXS3rzAlJqIvOfOg4kDTQ8EWgTLUmh6O_ZaX7LXPmcpFMmN5Hi7yUiUnXhKVemuoMTI28QZ4pz-meZPG9s7eM4wjmidW_qbyGO72J1X5Y-BtQZWEIWA3Jetljo.MkTaIneAT_mTH0XYPmQEvvUauiTN-IaoDDyEZdvh74E&dib_tag=se&keywords=phone&qid=1738691537&sr=8-52
49,Amazon,Phones,B0D1DN7HMG,Nokia 105 4G | Dual SIM | GSM Unlocked Mobile Phone | Volte | Charcoal | International Version | Not AT&T/Cricket/Verizon Compatible,34.99,HMD Global Oy,105 4G,128 MB,512 MB,Charcoal,https://www.amazon.com/Nokia-Unlocked-Charcoal-International-Compatible/dp/B0D1DN7HMG/ref=sr_1_51?dib=eyJ2IjoiMSJ9.yUMqlrKQYK-HSUECPaSeb1Tv97dpNqRmC3LpRxHcNazAzXd5e5Tu6n6kAvXTiDWYPZ2xemPxJXpc6oQ87vy_UMXeIwdyPETNpoelA7Uki6N0PehQrMe2oZL_jVNWXh0Vdijm_sky_6GbSuk8AM7lqFif8LeMDt-d9mh96HG5Dw3cmHXZBIT_iEpZez13qEPjNE0R4eexY37HnRtXSNh6-DZNhrp6ZTQ2g9M2Ir1zUgU.slMAIkgsrVzdtzBJ_GwVDO8w6UbcTi2nZFXHWkAsawc&dib_tag=se&keywords=phone&qid=1738691541&sr=8-51
50,Amazon,Phones,B0BF8C19NJ,"AT&T EL51303 3 Handset DECT 6.0 Cordless Home Phone Full-Duplex Handset Speakerphone,Backlit Display, Lighted Keypad,Caller ID/Call Waiting,Phonebook, Eco Mode,Voicemail Key,Quiet Mode,Intercom,Silver",58.83,VTech,,,,,https://www.amazon.com/AT-EL51303-Full-Duplex-Speakerphone-Phonebook/dp/B0BF8C19NJ/ref=sr_1_52?dib=eyJ2IjoiMSJ9.yUMqlrKQYK-HSUECPaSeb1Tv97dpNqRmC3LpRxHcNazAzXd5e5Tu6n6kAvXTiDWYPZ2xemPxJXpc6oQ87vy_UMXeIwdyPETNpoelA7Uki6N0PehQrMe2oZL_jVNWXh0Vdijm_sky_6GbSuk8AM7lqFif8LeMDt-d9mh96HG5Dw3cmHXZBIT_iEpZez13qEPjNE0R4eexY37HnRtXSNh6-DZNhrp6ZTQ2g9M2Ir1zUgU.slMAIkgsrVzdtzBJ_GwVDO8w6UbcTi2nZFXHWkAsawc&dib_tag=se&keywords=phone&qid=1738691541&sr=8-52
51,Amazon,Phones,B0CVNLG2PQ,"SAMSUNG Galaxy A15 Dual SIM (128GB, 6GB, 2024) 6.5"" 90Hz AMOLED, 50MP Camera, 4G Volte (GSM Unlocked for AT&T, T-Mobile, Metro, Global) International Model A155M/DSN (w/ 256GB SD Card, Blue Black)",164.5,Samsung,Samsung Galaxy A15,128 GB,6 GB,Blue Black,https://www.amazon.com/SAMSUNG-Galaxy-Unlocked-T-Mobile-International/dp/B0CVNLG2PQ/ref=sr_1_53?dib=eyJ2IjoiMSJ9.yUMqlrKQYK-HSUECPaSeb1Tv97dpNqRmC3LpRxHcNazAzXd5e5Tu6n6kAvXTiDWYPZ2xemPxJXpc6oQ87vy_UMXeIwdyPETNpoelA7Uki6N0PehQrMe2oZL_jVNWXh0Vdijm_sky_6GbSuk8AM7lqFif8LeMDt-d9mh96HG5Dw3cmHXZBIT_iEpZez13qEPjNE0R4eexY37HnRtXSNh6-DZNhrp6ZTQ2g9M2Ir1zUgU.slMAIkgsrVzdtzBJ_GwVDO8w6UbcTi2nZFXHWkAsawc&dib_tag=se&keywords=phone&qid=1738691541&sr=8-53
52,Amazon,Phones,B0D9PCFZXK,Motorola Moto E14 XT2421-12 Dual Sim | 2GB Ram + 64GB Storage | GSM Factory Unlocked | International Model - (Green),79.63,Motorola,Moto E14,64 GB,2 GB,Pastel Green,https://www.amazon.com/Motorola-XT2421-12-Storage-Unlocked-International/dp/B0D9PCFZXK/ref=sr_1_55?dib=eyJ2IjoiMSJ9.yUMqlrKQYK-HSUECPaSeb1Tv97dpNqRmC3LpRxHcNazAzXd5e5Tu6n6kAvXTiDWYPZ2xemPxJXpc6oQ87vy_UMXeIwdyPETNpoelA7Uki6N0PehQrMe2oZL_jVNWXh0Vdijm_sky_6GbSuk8AM7lqFif8LeMDt-d9mh96HG5Dw3cmHXZBIT_iEpZez13qEPjNE0R4eexY37HnRtXSNh6-DZNhrp6ZTQ2g9M2Ir1zUgU.slMAIkgsrVzdtzBJ_GwVDO8w6UbcTi2nZFXHWkAsawc&dib_tag=se&keywords=phone&qid=1738691541&sr=8-55
53,Amazon,Phones,B0CZB1NLY6,"Panasonic Cordless Phone, Easy to Use with Large Display and Big Buttons, Flashing Favorites Key, Built in Flashlight, Call Block, Volume Boost, Talking Caller ID, 2 Cordless Handsets - KX-TGU433B",89.99,Panasonic,,,,,https://www.amazon.com/Panasonic-Cordless-Flashing-Favorites-Flashlight/dp/B0CZB1NLY6/ref=sr_1_54?dib=eyJ2IjoiMSJ9.yUMqlrKQYK-HSUECPaSeb1Tv97dpNqRmC3LpRxHcNazAzXd5e5Tu6n6kAvXTiDWYPZ2xemPxJXpc6oQ87vy_UMXeIwdyPETNpoelA7Uki6N0PehQrMe2oZL_jVNWXh0Vdijm_sky_6GbSuk8AM7lqFif8LeMDt-d9mh96HG5Dw3cmHXZBIT_iEpZez13qEPjNE0R4eexY37HnRtXSNh6-DZNhrp6ZTQ2g9M2Ir1zUgU.slMAIkgsrVzdtzBJ_GwVDO8w6UbcTi2nZFXHWkAsawc&dib_tag=se&keywords=phone&qid=1738691541&sr=8-54
54,Amazon,Phones,B0DJPHYJ7C,"OUKITEL WP36 Pro Rugged Phone Unlocked- 24GB+256GB Cell Phone, 10600mAh Battery, 6.52"" Display Smartphone, 13MP Camera, 128dB Loud Speaker, 4G Dual SIM Android 14 Phones, IP68/69K/NFC/OTG/GPS/T-Mobile",239.99,OUKITEL,WP36 Pro,256 GB,24 GB,Black,https://www.amazon.com/OUKITEL-WP36-Pro-Unlocked-Smartphone/dp/B0DJPHYJ7C/ref=sr_1_56?dib=eyJ2IjoiMSJ9.yUMqlrKQYK-HSUECPaSeb1Tv97dpNqRmC3LpRxHcNazAzXd5e5Tu6n6kAvXTiDWYPZ2xemPxJXpc6oQ87vy_UMXeIwdyPETNpoelA7Uki6N0PehQrMe2oZL_jVNWXh0Vdijm_sky_6GbSuk8AM7lqFif8LeMDt-d9mh96HG5Dw3cmHXZBIT_iEpZez13qEPjNE0R4eexY37HnRtXSNh6-DZNhrp6ZTQ2g9M2Ir1zUgU.slMAIkgsrVzdtzBJ_GwVDO8w6UbcTi2nZFXHWkAsawc&dib_tag=se&keywords=phone&qid=1738691541&sr=8-56
55,Amazon,Phones,B000050FZP,"AT&T 210 Basic Trimline Corded Phone, No AC Power Required, Wall-Mountable, White",15.95,Yes,,,,,https://www.amazon.com/AT-Trimline-Corded-Required-Wall-Mountable/dp/B000050FZP/ref=sr_1_57?dib=eyJ2IjoiMSJ9.yUMqlrKQYK-HSUECPaSeb1Tv97dpNqRmC3LpRxHcNazAzXd5e5Tu6n6kAvXTiDWYPZ2xemPxJXpc6oQ87vy_UMXeIwdyPETNpoelA7Uki6N0PehQrMe2oZL_jVNWXh0Vdijm_sky_6GbSuk8AM7lqFif8LeMDt-d9mh96HG5Dw3cmHXZBIT_iEpZez13qEPjNE0R4eexY37HnRtXSNh6-DZNhrp6ZTQ2g9M2Ir1zUgU.slMAIkgsrVzdtzBJ_GwVDO8w6UbcTi2nZFXHWkAsawc&dib_tag=se&keywords=phone&qid=1738691541&sr=8-57
